exp_rep, bfly, algo, time, preprocess_time, iterations
3, ps, 1938523706967.08, 7.87, 0.00, 3074204
3, ps, 1941789166668.69, 8.47, 0.00, 3305834
3, ps, 1941275253110.16, 9.07, 0.00, 3530271
3, ps, 1939204338042.10, 9.67, 0.00, 3775040
3, ps, 1940162750987.22, 10.27, 0.00, 4000525
3, ps, 1939215485335.37, 10.87, 0.00, 4222395
3, ps, 1941949529509.39, 11.47, 0.00, 4450516
3, ps, 1944018677611.21, 12.07, 0.00, 4680481
3, ps, 1943431700536.64, 12.67, 0.00, 4899728
3, ps, 1942714795164.15, 13.27, 0.00, 5126206
3, ps, 1942887115593.42, 13.87, 0.00, 5308539
3, ps, 1943168331834.28, 14.47, 0.00, 5517661
3, ps, 1944100278099.23, 15.07, 0.00, 5741850
3, ps, 1944226508491.12, 15.67, 0.00, 5982905
3, ps, 1946118812712.93, 16.27, 0.00, 6190474
3, ps, 1946872277339.39, 16.87, 0.00, 6380328
3, ps, 1947827496421.60, 17.47, 0.00, 6618291
3, ps, 1945685021915.58, 18.07, 0.00, 6870309
3, ps, 1944518273001.75, 18.67, 0.00, 7065586
3, ps, 1946138447761.83, 19.27, 0.00, 7268334
3, ps, 1948174513028.48, 19.87, 0.00, 7490466
3, ps, 1947216381743.95, 20.47, 0.00, 7683384
3, ps, 1947289586630.21, 21.07, 0.00, 7898729
3, ps, 1946325218621.69, 21.67, 0.00, 8099258
3, ps, 1946285506121.89, 22.27, 0.00, 8295324
3, ps, 1947536419410.28, 22.87, 0.00, 8531621
3, ps, 1947072751386.64, 23.47, 0.00, 8729861
3, ps, 1947249824058.98, 24.07, 0.00, 8935976
3, ps, 1946475375946.72, 24.67, 0.00, 9157411
3, ps, 1946927039141.37, 25.27, 0.00, 9401187
3, ps, 1946362440579.71, 25.87, 0.00, 9622138
3, ps, 1947852953845.40, 26.47, 0.00, 9839018
3, ps, 1948295744167.12, 27.07, 0.00, 10038389
3, ps, 1949323619834.88, 27.67, 0.00, 10253251
3, ps, 1949311009256.75, 28.27, 0.00, 10469721
3, ps, 1949083633637.92, 28.87, 0.00, 10697638
3, ps, 1948806694141.40, 29.47, 0.00, 10940129
3, ps, 1948640528850.42, 30.07, 0.00, 11149645
3, ps, 1948885330964.54, 30.67, 0.00, 11368118
3, ps, 1948345269253.17, 31.27, 0.00, 11583970
3, ps, 1947685161315.62, 31.87, 0.00, 11855906
3, ps, 1947749095861.91, 32.48, 0.00, 12092752
3, ps, 1948615065083.38, 33.09, 0.00, 12320919
3, ps, 1949099905958.90, 33.70, 0.00, 12556912
3, ps, 1949720651026.47, 34.31, 0.00, 12795924
3, ps, 1949926388274.83, 34.92, 0.00, 13024813
3, ps, 1949808456026.88, 35.53, 0.00, 13214416
3, ps, 1949799645375.92, 36.14, 0.00, 13422990
3, ps, 1949950620503.66, 36.75, 0.00, 13661456
3, ps, 1949227195127.61, 37.36, 0.00, 13894585
3, ps, 1949462141699.01, 37.97, 0.00, 14127233
3, ps, 1949296279486.80, 38.58, 0.00, 14381653
3, ps, 1949645728134.37, 39.19, 0.00, 14605540
3, ps, 1948891931279.08, 39.80, 0.00, 14847954
3, ps, 1948196489717.27, 40.41, 0.00, 15064149
3, ps, 1948118363100.91, 41.02, 0.00, 15292279
3, ps, 1949265303985.47, 41.63, 0.00, 15536779
3, ps, 1948581308109.22, 42.24, 0.00, 15785992
3, ps, 1948899970371.79, 42.85, 0.00, 15987826
3, ps, 1949128564231.43, 43.46, 0.00, 16223239
3, ps, 1949171610637.62, 44.07, 0.00, 16470209
3, ps, 1949054472933.28, 44.68, 0.00, 16700161
3, ps, 1949073363184.40, 45.29, 0.00, 16921121
3, ps, 1949719372538.59, 45.90, 0.00, 17143626
3, ps, 1949387354028.83, 46.51, 0.00, 17378118
3, ps, 1949848399257.86, 47.12, 0.00, 17612037
3, ps, 1950535648976.72, 47.73, 0.00, 17841018
3, ps, 1950151358721.38, 48.34, 0.00, 18067409
3, ps, 1949874608140.19, 48.95, 0.00, 18273238
3, ps, 1949972391499.48, 49.56, 0.00, 18510776
3, ps, 1950101381497.28, 50.17, 0.00, 18748266
3, ps, 1950891989988.73, 50.78, 0.00, 19012539
3, ps, 1950329548573.23, 51.39, 0.00, 19269175
3, ps, 1950715792335.79, 52.00, 0.00, 19501848
3, ps, 1950183294665.54, 52.61, 0.00, 19726514
3, ps, 1950264044286.17, 53.22, 0.00, 19958765
3, ps, 1950245183229.20, 53.83, 0.00, 20184636
3, ps, 1950357638131.76, 54.44, 0.00, 20436442
3, ps, 1950399017221.51, 55.05, 0.00, 20675238
3, ps, 1950352974736.84, 55.66, 0.00, 20909390
3, ps, 1949942703631.32, 56.27, 0.00, 21162344
3, ps, 1950154350337.42, 56.88, 0.00, 21393404
3, ps, 1950029832666.85, 57.49, 0.00, 21623397
3, ps, 1950036900453.33, 58.10, 0.00, 21873075
3, ps, 1950274016889.70, 58.71, 0.00, 22119921
3, ps, 1950126112667.89, 59.32, 0.00, 22336312
3, ps, 1950133976421.21, 59.93, 0.00, 22574491
4, ps, 1976614503408.84, 0.01, 0.00, 2286
4, ps, 1925053104451.21, 0.62, 0.00, 227793
