exp_rep, bfly, algo, time, preprocess_time, iterations
2, pcs, 40848326064433.70, 52.61, 0.00, 9322586
2, pcs, 40844435428988.33, 53.22, 0.00, 9439366
2, pcs, 40845760224370.98, 53.83, 0.00, 9558786
2, pcs, 40845816572581.39, 54.44, 0.00, 9673716
2, pcs, 40847266354858.65, 55.05, 0.00, 9779253
2, pcs, 40840533150965.88, 55.66, 0.00, 9895911
2, pcs, 40843302046126.47, 56.27, 0.00, 10012655
2, pcs, 40850234517193.39, 56.88, 0.00, 10118718
2, pcs, 40851495887447.32, 57.49, 0.00, 10232651
2, pcs, 40847502720649.88, 58.10, 0.00, 10344226
2, pcs, 40843933863206.13, 58.71, 0.00, 10452256
2, pcs, 40840556396331.69, 59.32, 0.00, 10569491
2, pcs, 40838880877497.27, 59.93, 0.00, 10674151
3, pcs, 34597997930520.43, 0.01, 0.00, 69
3, pcs, 40880391568867.66, 0.62, 0.00, 119615
3, pcs, 40902143498598.39, 1.23, 0.00, 227099
3, pcs, 41014095368528.47, 1.84, 0.00, 331143
3, pcs, 41042375993546.27, 2.45, 0.00, 437872
3, pcs, 40895219902568.93, 3.06, 0.00, 541964
3, pcs, 40870887989263.21, 3.67, 0.00, 645711
3, pcs, 40834580778664.73, 4.27, 0.00, 751984
3, pcs, 40800383391449.73, 4.87, 0.00, 855642
3, pcs, 40771076848241.79, 5.47, 0.00, 960120
3, pcs, 40719853149786.23, 6.07, 0.00, 1071741
3, pcs, 40750895716582.78, 6.67, 0.00, 1182728
3, pcs, 40760293622504.69, 7.27, 0.00, 1285926
3, pcs, 40797984384416.89, 7.87, 0.00, 1397924
3, pcs, 40802642423760.51, 8.47, 0.00, 1509153
3, pcs, 40813269310526.17, 9.07, 0.00, 1607846
3, pcs, 40812548903500.40, 9.67, 0.00, 1716438
3, pcs, 40815836052861.93, 10.27, 0.00, 1825576
3, pcs, 40821055329336.85, 10.87, 0.00, 1927938
3, pcs, 40785303212781.31, 11.47, 0.00, 2035718
3, pcs, 40773525745750.04, 12.07, 0.00, 2141363
3, pcs, 40771099079339.73, 12.67, 0.00, 2241079
3, pcs, 40743556189249.73, 13.27, 0.00, 2349320
3, pcs, 40752692051593.71, 13.87, 0.00, 2449452
3, pcs, 40748139190689.63, 14.47, 0.00, 2560404
3, pcs, 40736569251315.75, 15.07, 0.00, 2673726
3, pcs, 40741684706498.20, 15.67, 0.00, 2770746
3, pcs, 40749922726270.81, 16.27, 0.00, 2876573
3, pcs, 40747890264898.12, 16.87, 0.00, 2974321
3, pcs, 40758722211827.65, 17.47, 0.00, 3067058
3, pcs, 40750434993973.69, 18.07, 0.00, 3157889
3, pcs, 40747162512354.80, 18.67, 0.00, 3248943
3, pcs, 40759599748687.80, 19.27, 0.00, 3334029
3, pcs, 40752485481824.29, 19.87, 0.00, 3414865
3, pcs, 40754013696428.90, 20.47, 0.00, 3492596
3, pcs, 40745248359569.63, 21.07, 0.00, 3574221
3, pcs, 40746821199688.93, 21.67, 0.00, 3665099
3, pcs, 40748959246785.94, 22.27, 0.00, 3757900
3, pcs, 40737732186758.20, 22.87, 0.00, 3858303
3, pcs, 40758440965928.27, 23.47, 0.00, 3954000
3, pcs, 40759779182643.50, 24.07, 0.00, 4054853
3, pcs, 40746849208232.64, 24.67, 0.00, 4149089
3, pcs, 40742438564116.62, 25.27, 0.00, 4247937
3, pcs, 40743460283472.67, 25.87, 0.00, 4356461
3, pcs, 40740359044984.84, 26.47, 0.00, 4463820
3, pcs, 40744406554601.11, 27.07, 0.00, 4591242
3, pcs, 40754974261419.60, 27.67, 0.00, 4697431
3, pcs, 40768996871537.62, 28.27, 0.00, 4798044
3, pcs, 40767362329582.64, 28.87, 0.00, 4907096
3, pcs, 40770561789386.81, 29.47, 0.00, 5007911
3, pcs, 40784790267033.17, 30.07, 0.00, 5111865
3, pcs, 40790368490656.03, 30.67, 0.00, 5225407
3, pcs, 40794157835465.31, 31.27, 0.00, 5338206
3, pcs, 40800631472699.53, 31.87, 0.00, 5448246
3, pcs, 40802013989728.81, 32.48, 0.00, 5554615
3, pcs, 40799996718710.45, 33.09, 0.00, 5671727
3, pcs, 40813134904756.79, 33.70, 0.00, 5780569
3, pcs, 40808941204867.08, 34.31, 0.00, 5889824
3, pcs, 40806413467910.11, 34.92, 0.00, 6004697
3, pcs, 40801309699958.24, 35.53, 0.00, 6113164
3, pcs, 40803785470260.82, 36.14, 0.00, 6226158
3, pcs, 40817654768124.22, 36.75, 0.00, 6339796
3, pcs, 40809632761477.30, 37.36, 0.00, 6457813
3, pcs, 40815598171866.95, 37.97, 0.00, 6566302
3, pcs, 40830613897199.94, 38.58, 0.00, 6680101
3, pcs, 40825054852579.68, 39.19, 0.00, 6806723
3, pcs, 40824993499844.38, 39.80, 0.00, 6920049
3, pcs, 40824957429985.34, 40.41, 0.00, 7046489
3, pcs, 40821498914661.44, 41.02, 0.00, 7170821
3, pcs, 40818975335361.70, 41.63, 0.00, 7294003
3, pcs, 40818961541649.09, 42.24, 0.00, 7417407
3, pcs, 40820403827327.66, 42.85, 0.00, 7534343
3, pcs, 40818791180516.36, 43.46, 0.00, 7644796
3, pcs, 40817341235329.42, 44.07, 0.00, 7764146
3, pcs, 40828213799960.13, 44.68, 0.00, 7882392
3, pcs, 40825934661299.87, 45.29, 0.00, 7993202
3, pcs, 40829818465232.81, 45.90, 0.00, 8102119
3, pcs, 40830290512730.80, 46.51, 0.00, 8213777
3, pcs, 40825902713584.65, 47.12, 0.00, 8332573
3, pcs, 40824961925833.21, 47.73, 0.00, 8449375
3, pcs, 40827517867076.88, 48.34, 0.00, 8561229
